142,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
На грамматику делаю любое упражнение из этого списка https://www.perfect-english-grammar.com/grammar-exercises.html
Выписываю любые 5 предложение в блокнот
Разговариваю с GPT 10 минут.",MEDIUM,5,День 1,28,2026-06-04,2026-06-05
143,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
На грамматику делаю любое упражнение из этого списка https://www.perfect-english-grammar.com/grammar-exercises.html
Выписываю любые 5 предложение в блокнот
Разговариваю с GPT 10 минут.",MEDIUM,5,День 2,28,2026-06-04,2026-06-06
208,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
На грамматику делаю любое упражнение из этого списка https://www.perfect-english-grammar.com/grammar-exercises.html
Выписываю любые 5 предложение в блокнот
Разговариваю с GPT 10 минут.

Также смотрел ютуб на английском.
Смотрел сериал на английском.
Разговаривал с ии.",MEDIUM,5,День 12,28,2026-06-14,2026-06-20
200,"",LOW,6,Сделать 20 откликов,20,2026-06-14,2026-06-19
199,"",LOW,7,Сделать 20 откликов,20,2026-06-14,2026-06-18
212,"",MEDIUM,8,Написать почему в резюме настоящее время,20,2026-06-16,2026-06-18
238,"",MEDIUM,2,Сделать 30 откликов,20,2026-06-28,2026-06-30
237,"Проверить что у меня все настроено корректно, не палится и все слышно.",LOW,4,Настроить дискорд,20,2026-06-28,2026-06-29
301,Лучше утром на свежую голову этим заняться.,HIGH,1,Доделать резюме и отправить в телеге,20,2026-07-09,2026-07-10
249,"Разобрать демонстрационный вариант по русскому.
Это русский такая хуйня тупа самые неиспользуемые слова мы пихаем во все варианты.",LOW,10,Разобрать 11 задачу по русском,40,2026-06-28,2026-07-04
279,Разобрать демонстрационный вариант по физике.,HIGH,7,Разобрать 8 задачу по физике,40,2026-07-05,2026-07-07
213,"",LOW,10,Ответить на сообщения HR,20,2026-06-16,2026-06-16
262,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,5,День 22,28,2026-06-28,2026-07-03
261,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,4,День 21,28,2026-06-28,2026-07-02
253,Разобрать демонстрационный вариант по физике.,HIGH,12,Разобрать 7 задачу по физике,40,2026-06-28,2026-07-03
91,https://www.youtube.com/watch?v=1M7FIccIYqc&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=21,LOW,1,Посмотреть 20 урок,29,2026-05-29,
201,"",LOW,10,Сделать 20 откликов,20,2026-06-14,2026-06-17
225,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,4,День 17,28,2026-06-21,2026-06-26
256,Разобрать демонстрационный вариант по математике.,HIGH,10,Разобрать 6 задачу по математике,40,2026-06-28,2026-07-01
254,Разобрать демонстрационный вариант по математике.,HIGH,13,Разобрать 4 задачу по математике,40,2026-06-28,2026-06-29
313,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,2,День 30,28,2026-07-12,2026-07-22
100,https://www.youtube.com/watch?v=J5Oc_-2Xuxw&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=30,LOW,10,Посмотреть 29 урок,29,2026-05-29,
101,https://www.youtube.com/watch?v=XFBiUpjdekA&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=31,LOW,11,Посмотреть 30 урок,29,2026-05-29,
147,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
На грамматику делаю любое упражнение из этого списка https://www.perfect-english-grammar.com/grammar-exercises.html
Выписываю любые 5 предложение в блокнот
Разговариваю с GPT 10 минут.

Present Simple Mixed Forms Be and Other Verbs
Present Simple Spelling Changes",MEDIUM,4,День 6,28,2026-06-04,2026-06-11
215,"Проверить план для обучения который есть сейчас и возможно поменять формат не в виде задач, а в виде ворда в котором я все это буду проходить.",HIGH,8,Перепроверить план для обучения,40,2026-06-21,2026-06-23
214,Зарегистрировать и подать документы на зачисление,MEDIUM,9,Отнести документы в ВУЗ,40,2026-06-21,2026-06-23
209,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,4,День 13,28,2026-06-14,2026-06-22
227,"",MEDIUM,0,Поменять шланг в душевой,44,2026-06-23,2026-06-23
217,Составить схему архитектуры проекта и ответы на возможные вопросы по нему,HIGH,6,Составить описание моего проекта,20,2026-06-21,2026-06-22
218,"",MEDIUM,7,Сделать 50 откликов,20,2026-06-21,2026-06-22
270,"Придумать как можно ходить по объявлениям и брать больше разных данных о квартире, может брать данные с других ресурсов",URGENT,1,Больше данных о квартире,8,2026-07-04,2026-07-07
240,"Изучить то что сгенерил клод, понять как все работает, загрузить на гитхаб и отправить на проверку.",HIGH,2,Выполнить тестовое задание,20,2026-06-28,2026-07-01
226,"",HIGH,6,Пройти тестирование в мтс,20,2026-06-22,2026-06-24
221,"",MEDIUM,5,Сделать 50 откликов,20,2026-06-21,2026-06-26
202,"",LOW,9,Сделать 20 откликов,20,2026-06-14,2026-06-15
148,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
На грамматику делаю любое упражнение из этого списка https://www.perfect-english-grammar.com/grammar-exercises.html
Выписываю любые 5 предложение в блокнот
Разговариваю с GPT 10 минут.

Irregular Past Simple, Part 1
Irregular Past Simple, Part 2",MEDIUM,4,День 7,28,2026-06-04,2026-06-12
216,"Я буду использовать дискорд для помощи, ии мне не нравится",MEDIUM,6,Найти ИИ для помощи собесам,20,2026-06-21,2026-06-26
302,На новый ноут сестры нужно установить все необходимые драйвера,MEDIUM,0,Установить драйвера и программы,44,2026-07-09,2026-07-11
290,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,3,День 24,28,2026-07-05,2026-07-07
219,"",MEDIUM,7,Сделать 50 откликов,20,2026-06-21,2026-06-23
288,Собрать все данные которые связанны с лечением моей спины,HIGH,3,Собрать данные по спине,41,2026-07-05,
297,Сделать бота который может обходить сайт авито и скачивать необходимые страницы,URGENT,2,Бот скачивает страницы,8,2026-07-05,2026-07-07
271,"Разобрать демонстрационный вариант по русскому.
",LOW,10,Разобрать 12 задачу по русском,40,2026-07-05,2026-07-06
259,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,5,День 19,28,2026-06-28,2026-06-30
233,Сделать раздел который будет выдавать различные задачи на решение и компилировать код в прямом эфире для проверки. Плюс для каждого задания можно будет подсмотреть теорию и особенности системы.,,10,Раздел с тренировкой джавы,5,2026-06-25,
320,"Захожу в обсидиан раздел вуз, математика и изучаю все по очереди.",HIGH,2,Решить день 2,40,2026-07-25,2026-08-02
260,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,5,День 20,28,2026-06-28,2026-07-01
264,Посмотреть историю игрушек на английском,LOW,5,История игрушек,28,2026-07-01,2026-07-06
319,"Захожу в обсидиан раздел вуз, математика и изучаю все по очереди.",HIGH,3,Решить день 1,40,2026-07-25,2026-08-01
102,https://www.youtube.com/watch?v=ziOzgB6wR2I&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=32,LOW,12,Посмотреть 31 урок,29,2026-05-29,
292,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,1,День 26,28,2026-07-05,2026-07-09
220,"",MEDIUM,7,Сделать 50 откликов,20,2026-06-21,2026-06-24
287,"",LOW,2,Записаться на прием к неврологу,41,2026-07-05,
291,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,2,День 25,28,2026-07-05,2026-07-09
289,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,4,День 23,28,2026-07-05,2026-07-06
280,Разобрать демонстрационный вариант по математике.,HIGH,4,Разобрать 9 задачу по математике,40,2026-07-05,2026-07-09
241,Не успел уже закрыли тест.,HIGH,3,Пройти тест от яндекса,20,2026-06-28,2026-06-29
245,Разобрать демонстрационный вариант по русскому.,LOW,10,Разобрать 7 задачу по русском,40,2026-06-28,2026-06-29
242,Повторить композицию до второго сложного проигрывания.,HIGH,1,Ludovico Einaudi - Una Mattina 2/3 выучено,32,2026-06-28,2026-07-02
273,"Разобрать демонстрационный вариант по русскому.
",LOW,6,Разобрать 14 задачу по русском,40,2026-07-05,2026-07-07
269,В парсинге объявлений на авито должны парсится все возможные данные.,MEDIUM,3,Добавить больше данных,8,2026-07-03,2026-07-04
303,"Придумать кто мне рассказывал про внутрянку сенлы, можно что угодно выдумать по типу что он сейчас не работает и все",HIGH,1,Придумать история для сенлы,44,2026-07-09,2026-07-10
296,"",HIGH,0,Просмотреть 3 собеса диск,20,2026-07-05,2026-07-11
295,"",MEDIUM,2,Сделать 15 откликов,20,2026-07-05,2026-07-08
317,"",MEDIUM,0,Выучить майнкрафт музыку,32,2026-07-12,2026-07-26
294,"",MEDIUM,3,Сделать 15 откликов,20,2026-07-05,2026-07-07
272,"Разобрать демонстрационный вариант по русскому.
",LOW,9,Разобрать 13 задачу по русском,40,2026-07-05,2026-07-06
316,Для квартир нужно поменять расчет рейтинга чтобы мне нравился,HIGH,0,Поменять формат расчета рейтинга,5,2026-07-12,
20,"На главной старницы когда большинство раздел будут готовы, для каждого раздела сделать уведомления, ну типо красного кружка с цыферкой",,8,Уведомления,5,2026-05-24,
276,"Разобрать демонстрационный вариант по русскому.
",LOW,0,Разобрать 17 задачу по русском,40,2026-07-05,2026-07-11
283,Разобрать демонстрационный вариант по физике.,HIGH,3,Разобрать 9 задачу по физике,40,2026-07-05,2026-07-09
293,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,0,День 27,28,2026-07-05,2026-07-10
312,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,3,День 29,28,2026-07-12,2026-07-21
286,"Повторить композицию до самого конца, можно медленно и с ошибками",HIGH,0,Ludovico Einaudi - Una Mattina доучить,32,2026-07-05,2026-07-12
96,https://www.youtube.com/watch?v=RUgl3PQ_i2w&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=26,LOW,6,Посмотреть 25 урок,29,2026-05-29,
95,https://www.youtube.com/watch?v=A8UQoc5B-Ls&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=25,LOW,5,Посмотреть 24 урок,29,2026-05-29,
97,https://www.youtube.com/watch?v=PysVl8uAShk&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=27,LOW,7,Посмотреть 26 урок,29,2026-05-29,
98,https://www.youtube.com/watch?v=L-JYZg7Avjg&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=28,LOW,8,Посмотреть 27 урок,29,2026-05-29,
99,https://www.youtube.com/watch?v=yKYzJPHblhE&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=29,LOW,9,Посмотреть 28 урок,29,2026-05-29,
318,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,8,День 33,28,2026-07-24,2026-08-01
315,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,0,День 32,28,2026-07-12,2026-07-24
314,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,1,День 31,28,2026-07-12,2026-07-23
311,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,4,День 28,28,2026-07-12,2026-07-20
322,"Захожу в обсидиан раздел вуз, математика и изучаю все по очереди.",HIGH,3,Решить день 4,40,2026-07-25,2026-08-06
323,"Захожу в обсидиан раздел вуз, математика и изучаю все по очереди.",HIGH,3,Решить день 5,40,2026-07-25,2026-08-09
321,"Захожу в обсидиан раздел вуз, математика и изучаю все по очереди.",HIGH,2,Решить день 3,40,2026-07-25,2026-08-04
334,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,3,День 41,28,2026-08-01,2026-08-06
342,"Переписать код, использовать рекорды и добавить логирование. Возможно улучшить sql запросы.",HIGH,0,Отрефакторить раздел food,6,2026-08-02,
324,"Захожу в обсидиан раздел вуз, математика и изучаю все по очереди.",HIGH,2,Решить день 6,40,2026-07-25,2026-08-11
333,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,4,День 40,28,2026-08-01,2026-08-06
331,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,4,День 38,28,2026-08-01,2026-08-04
332,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,5,День 39,28,2026-08-01,2026-08-05
329,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,4,День 37,28,2026-07-26,2026-08-01
330,"Возможно у тебя будет время только в выходной, но равно не много поиграй ее https://www.youtube.com/watch?v=hUvXvoYjrZc",MEDIUM,0,Уделить время SWEDEN,30,2026-07-26,
336,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,4,День 42,28,2026-08-01,2026-08-09
341,Под каждую вакансию дорабатываю резюме и откликаюсь.,HIGH,2,Сделать 5 откликов,20,2026-08-02,2026-08-06
340,Под каждую вакансию дорабатываю резюме и откликаюсь.,HIGH,3,Сделать 5 откликов,20,2026-08-02,2026-08-06
94,https://www.youtube.com/watch?v=lHd7AQjMfFs&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=24,LOW,4,Посмотреть 23 урок,29,2026-05-29,
103,https://www.youtube.com/watch?v=NP4E3yBmdxc&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=33,LOW,13,Посмотреть 32 урок,29,2026-05-29,
339,Под каждую вакансию дорабатываю резюме и откликаюсь.,HIGH,4,Сделать 5 откликов,20,2026-08-02,2026-08-06
338,Под каждую вакансию дорабатываю резюме и откликаюсь.,HIGH,5,Сделать 5 откликов,20,2026-08-02,2026-08-06
337,"Обновить резюме, взять наработки из сенлы и добавить в мой профиль.",HIGH,6,Переработать резюме,20,2026-08-02,2026-08-06
328,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,5,День 36,28,2026-07-26,2026-08-01
325,"Захожу в обсидиан раздел вуз, математика и изучаю все по очереди.",HIGH,1,Решить день 7,40,2026-07-25,2026-08-11
354,"Возможно приобрести подписку, чтобы у меня был крутой помощник в этому плане которому можно было бы отдавать много работы.",HIGH,1,Настроить ии для кодинга,6,2026-08-09,
327,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,6,День 35,28,2026-07-26,2026-08-01
326,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,7,День 34,28,2026-07-26,2026-08-01
353,Зарегистрироваться и перенести туда мое резюме.,HIGH,0,Создать профиль на Linkedin,18,2026-08-09,
347,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,0,День 47,25,2026-08-09,
346,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,0,День 46,28,2026-08-09,2026-08-14
345,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,1,День 45,28,2026-08-09,2026-08-14
344,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,2,День 44,28,2026-08-09,2026-08-11
343,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,3,День 43,28,2026-08-09,2026-08-11
352,"",MEDIUM,0,Сделать 5 откликов,20,2026-08-09,2026-08-14
351,"",MEDIUM,1,Сделать 5 откликов,20,2026-08-09,2026-08-14
350,"",MEDIUM,2,Сделать 5 откликов,20,2026-08-09,2026-08-11
349,"",MEDIUM,3,Сделать 5 откликов,20,2026-08-09,2026-08-11
348,Сделать все так чтобы была незаметная программа для списывания и общения.,MEDIUM,0,Подготовить инфраструктуру для сдачи,40,2026-08-09,2026-08-14
